id,depth,동작,예상,tree_flag,verdict,req_section,evidence,dup_status
4217,4,사용자가 `Quit`을 선택함,XpairHost 앱을 종료함,terminate,UNSPECIFIED,-,no direct requirement for this branch,
4218,4,사용자가 메뉴의 읽기 전용 상태 행을 확인함,"권한, 화면 공유, connected clients, session count를 조작 없이 확인함",continue,UNSPECIFIED,-,no direct requirement for this branch,
4219,4,"사용자가 Settings, logs, diagnostics, status 세부 화면을 메뉴에서 열려고 함",XpairHost 메뉴에서는 직접 접근 불가로 끝남,terminate,UNSPECIFIED,-,no direct requirement for this branch,
4220,4,사용자가 Xpair 클라이언트를 열지 않음,Host는 연결된 client 없이 준비 상태로 대기,terminate,UNSPECIFIED,-,no direct requirement for this branch,
4221,4,클라이언트 Mac에 Xpair IDE가 설치되어 있지 않음,클라이언트 설치 안내로 종료하고 Host는 대기 유지,terminate,UNSPECIFIED,-,not directly specified,
4222,4,Xpair IDE가 설치되어 있고 사용자가 앱을 실행함,"첫 실행, 기존 설정, 강제 재설정 sentinel로 분기",continue,UNSPECIFIED,-,no direct requirement,
4223,4,Host가 클라이언트 연결을 기다리는 동안 discovery 표면에 노출됨,Bonjour LAN discovery와 수동 host 입력 후보가 제공됨,continue,BACKED,"§1.4 Q0382,Q0384",First connection should be LAN-first: scan the local network with Bonjour,
4224,4,클라이언트가 Host를 선택하거나 수동 입력으로 연결을 시도함,"SSH reachable, auth 실패, host app guard, reconnect 결과로 분기",continue,UNSPECIFIED,-,not directly specified,
4225,4,클라이언트 연결 성공 후 Host가 connected client heartbeat를 보게 됨,Host 메뉴와 onboarding bridge에 최근 client가 표시됨,continue,UNSPECIFIED,-,not directly specified,
4230,4,사용자가 Host 메뉴를 열지 않거나 더 진행하지 않음,Host는 idle 상태로 계속 실행되고 클라이언트 연결을 기다림,terminate,UNSPECIFIED,-,no explicit requirement,
4231,4,사용자가 메뉴바에서 no-client 상태를 확인함,연결 클라이언트가 없다는 읽기 전용 표시만 보이고 세션 선택은 요구되지 않음,continue,UNSPECIFIED,-,no direct requirement for this branch,
4232,4,사용자가 연결 안내 또는 설정 계열 메뉴를 엶,no-client 복구를 돕는 안내나 설정만 열리고 Host는 계속 실행됨,continue,UNSPECIFIED,-,no direct requirement for this branch,
4233,4,사용자가 로그나 status를 확인함,no-client 진단 정보만 확인하고 Host는 계속 실행됨,continue,UNSPECIFIED,-,no direct requirement for this branch,
4234,4,사용자가 Host를 종료하려 함,"메뉴에 노출된 종료만 허용되고, 종료 후에는 Host가 클라이언트를 기다리지 않음",continue,UNSPECIFIED,-,no explicit requirement,
11110,5,동의 화면에서 Next를 누르지 않고 중단,telemetry와 crash report 선택만 남고 host 탐색이 시작되지 않음,terminate,BACKED,§1.12 Q0448,onboarding must expose the opt-in decision,
11111,5,"telemetry OFF, crash report OFF 상태로 Next 클릭",동의 저장 없이 Discover 화면으로 이동,continue,BACKED,§1.12 Q0448,onboarding must expose the opt-in decision,
11112,5,"telemetry ON, crash report OFF 상태로 Next 클릭",telemetry 동의 저장 후 Discover 화면으로 이동,continue,BACKED,§1.12 Q0448,onboarding must expose the opt-in decision,
11113,5,"telemetry OFF, crash report ON 상태로 Next 클릭",crash report 동의 저장 후 Discover 화면으로 이동,continue,BACKED,§1.12 Q0448,onboarding must expose the opt-in decision,
11114,5,"telemetry ON, crash report ON 상태로 Next 클릭",두 동의 저장 후 Discover 화면으로 이동,continue,BACKED,§1.12 Q0448,onboarding must expose the opt-in decision,
11210,5,사용자가 이 상태에서 취소 또는 닫기를 선택함,온보딩 완료 없이 종료,terminate,BACKED,§1.2 Q0369,Client onboarding closes only after the necessary setup is complete,
11211,5,host 입력칸이 비어 있음,"Check connection 비활성, 다음 단계 진행 불가",terminate,UNSPECIFIED,-,no requirement on this UI detail,
11212,5,사용자가 빈 값이 아닌 잘못된 host를 입력하고 Check connection을 누름,SSH 실패 안내와 Retry 표시,continue,UNSPECIFIED,-,no direct requirement for this branch,
11213,5,사용자가 유효한 host를 입력했지만 Check connection을 누르지 않음,"Next 비활성, 입력 대기",terminate,UNSPECIFIED,-,no direct requirement for this UI detail,
11214,5,사용자가 유효한 host를 입력하고 Check connection을 누름,SSH 및 host app guard 결과로 분기,continue,UNSPECIFIED,-,no direct requirement for this UI detail,
11220,5,사용자가 이 상태에서 취소 또는 닫기를 선택함,온보딩 완료 없이 종료,terminate,BACKED,§1.2 Q0369,Client onboarding closes only after the necessary setup is complete,
11221,5,host 입력칸이 비어 있음,"Check connection 비활성, 다음 단계 진행 불가",terminate,UNSPECIFIED,-,no requirement on this UI detail,
11222,5,사용자가 빈 값이 아닌 잘못된 host를 입력하고 Check connection을 누름,SSH 실패 안내와 Retry 표시,continue,UNSPECIFIED,-,no direct requirement for this branch,
11223,5,사용자가 유효한 host를 입력했지만 Check connection을 누르지 않음,"Next 비활성, 입력 대기",terminate,UNSPECIFIED,-,no direct requirement for this UI detail,
11224,5,사용자가 유효한 host를 입력하고 Check connection을 누름,SSH 및 host app guard 결과로 분기,continue,UNSPECIFIED,-,no direct requirement for this UI detail,
11230,5,사용자가 이 상태에서 취소 또는 닫기를 선택함,온보딩 완료 없이 종료,terminate,BACKED,§1.2 Q0369,Client onboarding closes only after the necessary setup is complete,
11231,5,host 입력칸이 비어 있음,"Check connection 비활성, 다음 단계 진행 불가",terminate,UNSPECIFIED,-,no requirement on this UI detail,
11232,5,사용자가 빈 값이 아닌 잘못된 host를 입력하고 Check connection을 누름,SSH 실패 안내와 Retry 표시,continue,UNSPECIFIED,-,no direct requirement for this branch,
11233,5,사용자가 유효한 host를 입력했지만 Check connection을 누르지 않음,"Next 비활성, 입력 대기",terminate,UNSPECIFIED,-,no direct requirement for this UI detail,
11234,5,사용자가 유효한 host를 입력하고 Check connection을 누름,SSH 및 host app guard 결과로 분기,continue,UNSPECIFIED,-,no direct requirement for this UI detail,
11240,5,사용자가 이 상태에서 취소 또는 닫기를 선택함,온보딩 완료 없이 종료,terminate,BACKED,§1.2 Q0369,Client onboarding closes only after the necessary setup is complete,
11241,5,host 입력칸이 비어 있음,"Check connection 비활성, 다음 단계 진행 불가",terminate,UNSPECIFIED,-,no requirement on this UI detail,
11242,5,사용자가 빈 값이 아닌 잘못된 host를 입력하고 Check connection을 누름,SSH 실패 안내와 Retry 표시,continue,UNSPECIFIED,-,no direct requirement for this branch,
11243,5,사용자가 유효한 host를 입력했지만 Check connection을 누르지 않음,"Next 비활성, 입력 대기",terminate,UNSPECIFIED,-,no direct requirement for this UI detail,
11244,5,사용자가 유효한 host를 입력하고 Check connection을 누름,SSH 및 host app guard 결과로 분기,continue,UNSPECIFIED,-,no direct requirement for this UI detail,
12110,5,REMOTE_HOST 없는 상태에서 사용자가 Set host를 누르지 않음,workbench는 usable host 없이 대기,terminate,UNSPECIFIED,-,no direct requirement,
12111,5,사용자가 host 상태 버튼 Set host를 봄,버튼은 host 설정 재진입 affordance만 제공,continue,UNSPECIFIED,-,no direct requirement for this branch,
12112,5,RD 탭이 자동으로 열림,REMOTE_HOST 없음 안내를 표시하고 연결을 시도하지 않음,continue,BACKED,"§1.9 Q0548,Q0552",Remote Desktop must reconnect reliably across launches.,
12113,5,background heartbeat 또는 notification poll이 돌 차례가 됨,host가 없으므로 네트워크 요청 없이 no-op,terminate,UNSPECIFIED,-,no requirement on this UI detail,
12114,5,telemetry first-launch 또는 crash hook 경로가 평가됨,동의와 키가 없으면 외부 전송 없음,terminate,BACKED,§4 Q0448 Q0449,Product analytics should not be silently enabled.,
12120,5,invalid REMOTE_HOST 상태에서 사용자가 아무 조작도 하지 않음,연결 시도 없음,terminate,UNSPECIFIED,-,not directly specified,
12121,5,host 상태 버튼이 렌더링됨,사용자는 invalid 값을 직접 쓰지 못하고 setup again으로만 복구,continue,UNSPECIFIED,-,no requirement on this UI detail,
12122,5,사용자가 Connect to Host 명령을 실행,invalid host 경고만 표시하고 연결하지 않음,terminate,UNSPECIFIED,-,no explicit requirement,
12123,5,RD가 invalid host 상태에서 열림,host 없음과 같은 no-host 안내 표시,terminate,UNSPECIFIED,-,no direct requirement,
12124,5,invalid 값이 로그 경로에 노출될 수 있음,원문 host는 로컬 로그에만 reject 기록되고 외부 전송 없음,terminate,UNSPECIFIED,-,not directly specified,
12130,5,valid unreachable 상태에서 사용자가 아무 조작도 하지 않음,현재 workbench에서 host 연결 없이 대기,terminate,UNSPECIFIED,-,no direct requirement,
12131,5,host 상태 버튼이 checking 상태로 보임,사용자에게 연결 확인 중임을 보여줌,continue,UNSPECIFIED,-,no requirement on this UI detail,
12132,5,host 상태 버튼이 unreachable 상태로 보임,reconnect/retry affordance가 보여야 함,continue,UNSPECIFIED,-,no requirement on this UI detail,
12133,5,사용자가 Connect to Host 또는 reconnect/retry 명령을 실행,valid host를 선택하게 하고 SSH 연결을 시도,continue,UNSPECIFIED,-,no explicit requirement,
12134,5,RD가 valid but unreachable host로 열림,host screen 연결 실패를 보여주고 refresh로 재시도 가능,continue,BACKED,"§1.9 Q0548,Q0552",Remote Desktop must reconnect reliably across launches.,
12135,5,unreachable 상태에서 telemetry 경로가 평가됨,host_connected는 보내지 않고 실패 전환만 제한적으로 기록,terminate,UNSPECIFIED,-,no direct requirement,
12140,5,사용자가 Set up again 확인을 취소,workbench 유지,terminate,UNSPECIFIED,-,no direct requirement for this branch,
12141,5,사용자가 Set up again을 확정,`.force-onboarding` 생성 후 앱 종료,continue,BACKED,"§1.2 Q0473,Q0493,Q0494",A Settings Configure action may reopen onboarding from scratch.,
12142,5,사용자가 command palette에서 Xpair setup을 실행,다음 실행에서 setup을 실행하고 재시작 선택을 받음,continue,BACKED,"§1.2 Q0473,Q0493,Q0494",A Settings Configure action may reopen onboarding from scratch.,
12150,5,no REMOTE_HOST 또는 invalid 상태에서 Connect to Host 실행,경고 후 종료,terminate,UNSPECIFIED,-,not directly specified,
12151,5,valid unreachable 상태에서 host QuickPick을 취소,연결 시도 없음,terminate,UNSPECIFIED,-,no direct requirement,
12152,5,valid unreachable 상태에서 host를 선택,Open Remote SSH 연결을 시도,continue,UNSPECIFIED,-,no direct requirement,
12153,5,RD refresh로 retry,현재 host 설정을 다시 평가,continue,BACKED,"§1.9 Q0548,Q0552",Remote Desktop must reconnect reliably across launches.,
12160,5,telemetry consent가 off,외부 네트워크 요청 없음,terminate,BACKED,§4 Q0448 Q0449,Product analytics should not be silently enabled.,
12161,5,telemetry key 또는 Sentry DSN이 없음,외부 전송 없음,terminate,UNSPECIFIED,-,no direct requirement,
12162,5,heartbeat가 REMOTE_HOST 없음 상태에서 실행,SSH spawn 없음,terminate,UNSPECIFIED,-,no requirement on this UI detail,
12163,5,heartbeat가 invalid 또는 unreachable host로 실행됨,앱은 멈추지 않고 다음 tick에서 재시도,terminate,UNSPECIFIED,-,no requirement on this UI detail,
12170,5,RD가 no REMOTE_HOST를 표시,host 설정 전까지 RD 연결 없음,terminate,UNSPECIFIED,-,no direct requirement,
12171,5,RD가 invalid REMOTE_HOST를 no-host처럼 표시,invalid 상세 대신 설정 필요 상태로 처리,terminate,UNSPECIFIED,-,no direct requirement,
12172,5,RD가 valid unreachable 상태를 표시,오류 안내와 refresh 가능,continue,BACKED,"§1.9 Q0548,Q0552",Remote Desktop must reconnect reliably across launches.,
12210,5,RD 탭을 보기만 하고 닫거나 다른 조작을 하지 않음,세션 생성 없이 현재 화면 확인에서 종료,terminate,UNSPECIFIED,-,no direct requirement,
12211,5,RD 탭에서 새로고침을 누름,기존 RD 연결을 끊고 host 화면을 다시 요청해 결과에 따라 최신 화면 또는 오류를 표시,continue,BACKED,"§1.9 Q0548,Q0552",Remote Desktop must reconnect reliably across launches.,inconsistent-duplicate
12212,5,RD 탭의 Connect to Host를 누름,configured host quickpick으로 이동,route to: 1225,UNSPECIFIED,-,no direct requirement,
12220,5,빈 Session Manager를 보기만 하고 닫음,세션 생성 없이 종료,terminate,BACKED,§1.6 Q0056 Q0153 Q0154,launching/attaching persistent host sessions from the client,
12221,5,Attached 탭을 확인함,붙어 있는 세션이 없음을 표시,terminate,UNSPECIFIED,-,no direct requirement,
12222,5,Detached 탭을 확인함,분리된 host 세션이 없음을 표시,terminate,UNSPECIFIED,-,no direct requirement,
12223,5,History 탭을 확인함,기록된 세션이 없음을 표시,terminate,UNSPECIFIED,-,no direct requirement,
12224,5,Sessions 사이드바의 `+` 새 세션 버튼을 누름,Browser 컨테이너로 전환해 폴더 선택 또는 Add Root 흐름으로 이어짐,continue,BACKED,§1.8 Q0480,Browser is opened from the Sessions flow,
12230,5,명령 실행 중 터미널 생성이 실패함,오류 로그 후 세션 생성 없이 종료,terminate,UNSPECIFIED,-,no direct requirement,
12231,5,명령이 터미널을 열고 `xpair launch`를 입력해 둠,"사용자가 Enter를 눌러 mosh, tmux, Claude 세션을 시작하거나 그대로 취소",continue,BACKED,§1.3 Q0533 Q0534 Q0536 Q0537,`xpair` CLI availability is a hard product requirement before flows that need it.,
